"lng","lat","name","type","area_km2"
-1.07777999973408,51.2592472998872,"War Memorial Park","Public Park Or Garden",0.192029453062982
-1.05499392539622,51.2862672041921,"Binfields Woodland Park","Public Park Or Garden",0.148684215856316
-1.08929127001665,51.30873856731,"Vyne Park","Public Park Or Garden",0.250756589159377
-0.965804627442573,51.3355650730556,"Highfield Park","Public Park Or Garden",0.562202838724379
-1.03306391234126,51.3845590300195,"Unique Outdoors","Other Sports Facility",0.127806998762103
-1.10734736498423,51.2140800855009,"Farleigh Park","Public Park Or Garden",0.104792921241913
-1.11286058591657,51.2365187754759,NA,"Playing Field",0.11371170842969
-1.11463477725511,51.2649843747646,"Basingstoke Leisure Park","Other Sports Facility",0.218015497980753
-0.428536083545966,51.3375477831277,"Walton Firs Activity Centre","Other Sports Facility",0.110147940926278
-0.468154420519909,51.3449428986585,"Brooklands Community Park","Playing Field",0.201415021300519
-0.473406491870917,51.3126285596589,"Royal Horticultural Society's Garden","Public Park Or Garden",0.74059704444731
-0.430633614693327,51.3280459772012,"Painshill Park","Public Park Or Garden",0.50174485593229
-0.429579529910928,51.2974042022795,"Campaign Paintball","Other Sports Facility",0.176624670238888
-0.404615760008637,51.3166087954915,"Cobham Park","Public Park Or Garden",0.289139314852159
-0.477586898358228,51.2160177986039,"Albury Park","Public Park Or Garden",0.77496334203395
-0.482823440410675,51.3829535370048,"Chertsey Meads","Public Park Or Garden",0.152100664280655
-0.514050576861418,51.2550412829274,"Clandon Park","Public Park Or Garden",2.16252005992403
-0.486301946768239,51.3041818655181,"Ripley Green","Public Park Or Garden",0.261366303006862
-0.543829559460797,51.3560328153264,"Ottershaw Park","Public Park Or Garden",0.22386087025576
-0.531026119844837,51.3740854754798,"Homewood Park","Public Park Or Garden",0.180865295792385
-0.55841298160878,51.2555403724956,NA,"Public Park Or Garden",0.36617418203002
-0.559251886235804,51.2488059011837,NA,"Other Sports Facility",0.130455742745744
-0.54974111032413,51.2747138888267,"Sutton Park","Public Park Or Garden",0.280252739047808
-0.561284246493899,51.2451993660443,NA,"Other Sports Facility",0.321163902505999
-0.569353698416711,51.2123780037303,"Shalford Common","Public Park Or Garden",0.31029302372103
-0.555673021297188,51.3103163247771,"Woking Park","Public Park Or Garden",0.129177445166107
-0.58839550796848,51.2007864866525,NA,"Other Sports Facility",0.108817977567595
-0.6027336296801,51.2166009118033,"Loseley Park","Public Park Or Garden",0.127928279744051
-0.601110500649749,51.1892780280929,"Lammas Lands","Public Park Or Garden",0.303867153857539
-0.593068109367912,51.1970763477058,"Broadwater Park","Public Park Or Garden",0.249490410630892
-0.630615419229132,51.3173032449693,"Bisley Common","Public Park Or Garden",0.235588966030689
-0.591128993103323,51.3227438166689,"Goldsworth Park","Playing Field",0.186283179294006
-0.572937721729178,51.2991073192042,"Sportsbox Woking","Other Sports Facility",0.114357278983069
-0.619169721448696,51.3090694419951,"Brookwood Country Park","Public Park Or Garden",0.18537562509003
-0.607034322962409,51.3815220764563,"Chobham Common National Nature Reserve","Public Park Or Garden",1.80198784103288
-0.628919512343674,51.1955995978514,NA,"Other Sports Facility",0.189992498955838
-0.691423429995136,51.3135402959728,NA,"Playing Field",0.118357423153047
-0.633767438135693,51.2104674237408,"Eastbury Park","Public Park Or Garden",0.392570415208835
-0.715680532798099,51.2312287707376,"Poyle Park","Public Park Or Garden",0.198561260670262
-0.607842709128328,51.2344757753151,"Surrey Sports Park","Other Sports Facility",0.12835731146682
-0.605871433645727,51.2372274624671,"The Philip Henman Sports Ground","Other Sports Facility",0.108599847098729
-0.723792485206782,51.2975511409181,"Frimley Lodge Park","Playing Field",0.152498666965842
-0.687652417676814,51.3485775508947,"Lightwater Country Park","Public Park Or Garden",0.535697123779159
-0.726305602663371,51.2567113623724,"Lakeside Park","Public Park Or Garden",0.221846073028376
1.05883889918355,51.2988720385478,NA,"Other Sports Facility",0.102167221807163
1.00799177226771,51.2436671206437,"Mystole Park","Public Park Or Garden",0.156479712518841
1.02828343300735,51.3452451245097,"Duncan Down","Public Park Or Garden",0.102339407883548
0.895498112028861,51.1563147187072,NA,"Public Park Or Garden",0.191145521763036
0.911754100085385,51.1538430354154,"Conningbrook Lakes Country Park","Public Park Or Garden",0.588650709351834
0.958373366426979,51.2362422448336,"Chilham Park","Public Park Or Garden",0.732661984333199
0.860715781695597,51.1440649807264,"Victoria Park","Public Park Or Garden",0.229020183122299
0.875169474367803,51.3245835387388,"Oare Gunpowder Works Country Park","Public Park Or Garden",0.158015480651922
0.93429885457296,51.3910296460794,"Leysdown Costal Park","Public Park Or Garden",0.288004406179414
0.789561877331582,51.4361779288106,"Barton's Point","Public Park Or Garden",0.312197589380802
0.844798649402598,51.2683366403453,"Belmont Park","Public Park Or Garden",0.125877709517367
0.748486842547525,51.3549534727525,"Milton Creek Country Park","Public Park Or Garden",0.488089859522943
0.591416068818693,51.2966963229734,"White Horse Wood","Public Park Or Garden",0.297865670132954
0.593753928080285,51.3868993703036,"Riverside Country Park","Public Park Or Garden",0.301421493299348
0.59941488844287,51.2158900934577,NA,"Other Sports Facility",0.140804205736112
0.557010556734781,51.1509943795348,"Iden Park","Public Park Or Garden",0.130657957252331
0.556888950627396,51.353521187398,"Capstone Farm Country Park","Public Park Or Garden",0.728120025674673
0.554189028026903,51.3657518880568,"Luton Recreation Ground","Playing Field",0.111590092217701
0.567493184176583,51.3688412051503,NA,"Playing Field",0.126098443422934
0.547219767404111,51.2634517284317,"Mote Park","Public Park Or Garden",1.74834515927807
0.540843432342943,51.3878103786408,"Chatham Garrison Sports Ground","Other Sports Facility",0.102201703350041
0.547339978129458,51.2770075873612,"Vinters Park","Public Park Or Garden",0.243818631068295
0.545962829434622,51.2724977377135,NA,"Playing Field",0.156938698597465
0.522641896993463,51.2895996533106,"Invicta Park","Public Park Or Garden",0.155477771190542
0.541853183841252,51.264582174088,NA,"Other Sports Facility",0.273370160581194
0.549174849400557,51.3405253630021,"Lordswood Leisure Centre","Other Sports Facility",0.105335093412722
0.481947842471989,51.2992129512869,"Ferryfield","Playing Field",0.138115160464915
0.502915703188671,51.301251331281,"Cobtree Manor Park","Public Park Or Garden",0.145586189877288
0.517384301831496,51.2188228706531,"Linton Park","Public Park Or Garden",0.795055350345699
0.445678982242727,51.3160513683089,"Leybourne Lakes Country Park","Public Park Or Garden",1.09772108809028
0.458100186859596,51.2999823814773,NA,"Other Sports Facility",0.102836006526493
0.453654721916746,51.3852555051348,"Ranscombe Farm Country Park","Public Park Or Garden",2.82180505529721
0.472062112321493,51.3954370537221,"Rede Common","Public Park Or Garden",0.113992816840993
0.409620403103406,51.2884991747848,"Manor Park Country Park","Public Park Or Garden",0.205676491688989
0.445628442627296,51.2506982041074,"Teston Bridge","Public Park Or Garden",0.125664407749325
0.426596095584886,51.2710531094889,NA,"Playing Field",0.18931955228789
0.389691573316608,51.2016602639146,"Hop Farm Country Park","Public Park Or Garden",0.88199822624625
0.394768184439967,51.3978490299701,"Jeskyns Community Woodland","Public Park Or Garden",1.46722475588043
0.418182032347686,51.4055894524269,"Shorne Wood Country Park","Public Park Or Garden",1.29209997376149
0.405516874681799,51.4208411798571,"Cascades Leisure Centre","Other Sports Facility",0.239653414309569
0.376454913386622,51.3775516152291,"Camer Park","Public Park Or Garden",0.180704417951018
0.357847984370081,51.3260254686265,"Trosley Country Park","Public Park Or Garden",0.55548597825564
0.352214557852245,51.418924373604,NA,"Public Park Or Garden",0.152958208868606
-0.0303338590478611,51.3645905725614,"Shirley Heath","Public Park Or Garden",0.207345393003528
0.178618003430265,51.3571681613014,"Lullingstone And Preston Hill Country Park","Public Park Or Garden",2.87670915731832
0.117561621355121,51.3661837539642,"Goddington Park","Public Park Or Garden",0.246783942705068
0.0256545099020473,51.3738815347634,NA,"Playing Field",0.103396981051896
0.0763784431834434,51.3445494860057,"High Elms Country Park","Public Park Or Garden",0.941187349901657
-0.00860500444128093,51.343224187245,NA,"Public Park Or Garden",0.103443915233209
-0.0219707562785351,51.3451122018808,"North Down Recreation Ground","Playing Field",0.118065947682815
-0.0359549724408159,51.3555902704198,"Addington Park","Public Park Or Garden",0.114729549739623
-0.0231180446730656,51.3569053524851,"Rowdown Fields","Playing Field",0.12196229233302
0.236519885725697,51.3070599913728,"The Common Field","Playing Field",0.10254046720869
0.165864534928362,51.2765660000286,"Montreal Park","Public Park Or Garden",0.180890600165257
0.0711826322423866,51.2578300185946,"Squerryes Park","Public Park Or Garden",0.406981156133253
0.210702895061283,51.2627842939935,"Knole Park","Public Park Or Garden",3.72670012421286
0.290637464345228,51.2562503741318,"Fairlawne Park","Public Park Or Garden",0.316090760316432
0.268716236445037,51.1947499267361,"Racecourse Spotsground","Playing Field",0.202821853107337
0.26654712859666,51.2000310054842,"The Tonbridge School Centre","Other Sports Facility",0.354374799414689
0.271458054804667,51.2083830733442,"Tonbridge Farm Sportsground","Other Sports Facility",0.187698563453784
0.061543229957392,51.191912868416,NA,"Playing Field",0.144241517879348
0.23156758676282,51.1891763566408,"Haysden Country Park","Public Park Or Garden",0.769460610222764
0.294067054029209,51.1817841211037,"Somerhill Park","Public Park Or Garden",0.449786811813237
0.277439572144087,51.1431727661532,"Grosvenor Recreation Ground","Public Park Or Garden",0.143562397798838
0.259550420788042,51.1471015738355,NA,"Other Sports Facility",0.165681506410067
0.285687504932892,51.1315954369081,"Dunorlan Park","Public Park Or Garden",0.158086507310798
0.0602871233720073,51.1286701373684,"Hammerwood Park","Public Park Or Garden",0.100459975633285
-0.183276647915204,51.3114250074654,"Park Downs","Public Park Or Garden",0.29900938590375
-0.290246046137295,51.3127951291183,"Ashtead Park","Public Park Or Garden",0.235644545949597
-0.0928885380760646,51.3243705285958,NA,"Public Park Or Garden",0.411216109777747
-0.0902422710149557,51.3126790006547,"Kenley Common","Public Park Or Garden",0.72251475259678
-0.16430919537545,51.3281148666148,NA,"Other Sports Facility",0.161043467817967
-0.135847058864815,51.30507216172,"Farthing Downs","Public Park Or Garden",0.498895721140776
-0.24752524074699,51.3254219035764,NA,"Other Sports Facility",0.214951133644533
-0.238946790628849,51.3375369850248,NA,"Other Sports Facility",0.124064847650053
-0.224181016160863,51.3163666680182,"Nork Park","Public Park Or Garden",0.423044711100301
-0.221515933365518,51.3044069261788,"Burgh Heath","Public Park Or Garden",0.250822730144712
-0.387033187315266,51.314071279338,NA,"Playing Field",0.463881255104169
-0.382718653256587,51.325166879183,"Knowle Hill Park","Public Park Or Garden",0.115458621520249
-0.098373772482142,51.2983669418036,NA,"Public Park Or Garden",0.395563609564439
-0.0743196957040251,51.2971343565559,"Manor Park","Public Park Or Garden",0.203450176611163
-0.179541148043862,51.2702214390836,"Upper Gatton Park","Public Park Or Garden",0.252800800708202
-0.206040537093878,51.2984242641375,NA,"Other Sports Facility",0.189411598614007
-0.139090135968111,51.2506106589666,"Mercers Park","Public Park Or Garden",0.247832830554746
-0.392821566843939,51.2701507817054,"King George's Field","Playing Field",0.115231228518131
-0.332041899014835,51.2903257377334,NA,"Other Sports Facility",0.129473328606134
-0.308096347240484,51.2535274041178,"Box Hill","Public Park Or Garden",2.65349375466381
-0.292589381729808,51.2652436404311,"High Ashurst","Other Sports Facility",0.101681569745898
-0.176195944133227,51.231619998791,"Redhill Common","Public Park Or Garden",0.252631031818572
-0.215360640592854,51.2360009478813,NA,"Playing Field",0.126775360017997
-0.209879362589907,51.2307408390692,"Reigate Park","Public Park Or Garden",0.385752720898766
-0.206295492581514,51.2333079148116,"Reigate Priory Playing Fields","Playing Field",0.136087850455289
-0.20355333637783,51.2136183097376,NA,"Other Sports Facility",0.135955223595423
-0.285048258959071,51.2366316805503,NA,"Playing Field",0.12589537648202
-0.159461654657438,51.2220110452354,NA,"Other Sports Facility",0.109036766142769
-0.167091268604732,51.162600378755,"Riverside Garden Park","Public Park Or Garden",0.111748770569112
-0.205390688881914,51.1322568647786,"Crawley Rugby Club","Playing Field",0.102637417339558
-0.201241063089609,51.1123882557886,"Goff's Park","Public Park Or Garden",0.199557204088609
1.42059191365808,51.3820638444392,"Northdown Park","Playing Field",0.107699753567593
1.39718121094545,51.3519452091747,"Jackey Baker's Recreation Ground","Playing Field",0.166847191363554
1.37615538742138,51.2354069422617,"Betteshanger Park","Public Park Or Garden",0.912801233208607
1.37439758197123,51.3812215974501,"Hartsdown Leisure Centre","Other Sports Facility",0.153709086942037
1.31502257112193,51.2224420778911,"New Park","Public Park Or Garden",0.239152169876715
1.27328725047188,51.1036343906389,"Samphire Hoe Country Park","Public Park Or Garden",0.317999272846369
1.36037999303275,51.3181403838702,"Pegwell Bay Country Park","Public Park Or Garden",0.268818378570331
1.26444648474212,51.2318483623013,"Knowlton Park","Public Park Or Garden",0.158738321161834
1.27665522508701,51.1883475119055,"Waldershare Park","Public Park Or Garden",0.253505463295378
1.20358312831797,51.0872729863245,"East Cliff and Warren Country Park","Public Park Or Garden",0.926335019134727
1.16254178067678,51.0871638528758,"Three Hills Sports Park","Other Sports Facility",0.139840025562477
1.17100500676406,51.0741717697359,"Lower Leas Coastal Park","Public Park Or Garden",0.112079966813675
1.18430076445064,51.3759167838379,"Reculver Country Park","Public Park Or Garden",0.258863240974542
1.23503888487706,51.2447095274366,"Fair Field","Public Park Or Garden",0.100513412807679
1.11721576885619,51.0847973246052,"St Martin's Plain","Public Park Or Garden",0.433751780187216
1.11303363817687,51.2917079721354,"Sturry Road Community Park","Public Park Or Garden",0.19569086012394
1.12849618486365,51.2799604558506,NA,"Other Sports Facility",0.153893179005722
1.06714653201423,51.0795072321193,"Brockhill Country Park","Public Park Or Garden",0.215190880133215
1.06947436016385,51.1867365985741,"Common","Public Park Or Garden",0.212191654078997
1.08502044948018,51.2904295717771,"King's School Playing Field","Playing Field",0.113082781268992
-1.78875531261882,51.1740122892101,"Amesbury Park","Public Park Or Garden",0.433226429681646
-1.47367872815248,51.1453538485162,"Longstock Park","Public Park Or Garden",0.387882586078861
-1.44892139011782,51.1490401155258,"West Down","Public Park Or Garden",0.274476859050776
-1.44577173308435,51.158643442069,"Chilbolton Common","Public Park Or Garden",0.192257505808898
-1.56927243445363,51.1547268650208,NA,"Playing Field",0.102396240830346
-1.68450164646439,51.1678170763172,"Wilbury Park","Public Park Or Garden",0.345124908106072
-1.6563755216436,51.1827699775202,"Cholderton Park","Public Park Or Garden",0.591979515781994
-1.20367510459169,51.11885785881,"The Grange Park","Public Park Or Garden",1.34837457581318
-1.12415783598034,51.1761635338878,"East Park","Public Park Or Garden",0.177176791706808
-1.80078219105066,51.0873747181512,NA,"Other Sports Facility",0.167313127622813
-1.15658812867949,51.0977205590645,"Old Alresford Park","Public Park Or Garden",0.106712158112985
-1.85650956987305,51.0739959667533,"Wilton Park","Public Park Or Garden",1.48432022630518
-1.83014379894702,51.0762861939789,NA,"Other Sports Facility",0.141871884456368
-1.39744299700636,51.0667760691891,"Farley Mount Country Park","Public Park Or Garden",3.69290982569675
-1.32976919695543,51.0202987145113,"Shawford Down","Public Park Or Garden",0.193022436792829
-1.36656884131856,51.0034334177492,"Cranbury Park","Public Park Or Garden",0.486022243015621
-1.11261118323774,51.0462039012233,"Woodcote Park","Public Park Or Garden",0.239688705935564
-1.10698371288459,50.9985913019933,"Warnford Park","Public Park Or Garden",0.630684642357171
-1.34127237038765,50.9719124229564,NA,"Playing Field",0.121537351115409
-1.3695566541299,50.9674064602414,"Places Leisure Eastleigh","Other Sports Facility",0.161617136524811
-1.36365354797971,50.9559774488831,"Lakeside Country Park","Public Park Or Garden",0.237089816654442
-1.60169003355269,50.9637788777155,"West Wellow Common","Public Park Or Garden",1.98081578564802
-1.27642163142412,50.9848116960803,"Marwell Activity Centre","Other Sports Facility",0.214074618054757
-0.482825725677938,51.1655663865798,"Alderbrook Park","Public Park Or Garden",0.561677470671513
-0.486409244208206,51.1372569360043,"Cranleigh Leisure Centre","Other Sports Facility",0.10467433570808
-0.425130845322059,51.1404133873065,NA,"Other Sports Facility",0.491958167721558
-0.962035660260268,51.1598603766726,"Anstey Park","Playing Field",0.188067852117131
-0.869156274156082,51.1352442302245,"Kingsley Common","Public Park Or Garden",0.482463583509016
-0.852722163629619,51.1270856194636,"Broxhead Common","Public Park Or Garden",1.01620223914623
-0.742572269194073,51.1285469866687,"Marchant's Hill Activity Centre","Other Sports Facility",0.217832052993951
-0.855332628751434,51.1159256381975,"Alexandra Park","Public Park Or Garden",0.22873390426054
-0.777662494738039,51.1604204800198,"Frensham","Public Park Or Garden",3.60776800848937
-0.775205113200577,51.1123990142324,NA,"Other Sports Facility",0.101155628174098
-0.560435113382613,51.11193669273,"Dunsfold Common","Public Park Or Garden",0.178089602672027
-0.746266734268903,51.0948322778917,"The Edge","Other Sports Facility",0.174910566604245
-0.453579298430012,51.0268059239685,"Jubilee Fields","Playing Field",0.111264305495041
-0.794276674008176,51.0806372840035,"Radford Park","Public Park Or Garden",0.117815037109636
-0.706902152781206,51.0690174492244,"Valewood Park","Public Park Or Garden",0.123908848746172
-0.923894575024272,51.0000091637206,"Heath Common","Public Park Or Garden",0.363350529160872
-0.907428292439132,51.0049088399289,NA,"Other Sports Facility",0.229551179534927
-0.622574198296991,50.994937072902,"Petworth Park","Public Park Or Garden",2.8546522416964
-0.724987131295003,50.9892878227854,"Cowdray Park","Other Sports Facility",0.367957902784213
-0.966316451230119,50.9630788622164,"Queen Elizabeth Country Park","Public Park Or Garden",6.01239166034212
-0.648411902910768,50.9404599995084,"Lavington Park","Playing Field",0.448340153858702
-0.649653836231857,50.9412340587454,"Lavington Park","Other Sports Facility",0.191329793738032
-0.960270142290778,50.9084232960041,"Idsworth Park","Public Park Or Garden",0.606441825276565
-0.884754034598162,50.8984382281971,"Watergate Park","Public Park Or Garden",0.283629035945123
-0.439074301659979,50.91877786282,"Sullington Warren","Public Park Or Garden",0.255036117775839
-0.982115548002452,50.883666550494,"Staunton Country Park","Public Park Or Garden",3.25666016260841
-0.730254788676341,50.8918035492855,"Goodwood Country Park","Public Park Or Garden",0.723546566119544
-0.70766936269198,50.8840706390566,"Halnaker Park","Public Park Or Garden",0.11890301206509
-0.679794393798807,50.8834849805475,"Selhurst Park","Public Park Or Garden",0.120200652740462
-0.587934655450815,50.9331962479585,"Bignor Park","Public Park Or Garden",0.169202875579657
-0.144690181734054,50.8393025427317,"Preston Park","Public Park Or Garden",0.151267972771805
-0.148779673908261,50.8541465149308,"Withdean Park","Public Park Or Garden",0.157612960390694
-0.155582289301675,51.0030683788413,"Cuckfield Park","Public Park Or Garden",0.39488596905088
-0.147713589541945,51.0138255152559,NA,"Playing Field",0.126749324204326
-0.164416486042073,50.9455256494579,NA,"Playing Field",0.128853260816407
-0.195358914327555,50.8263831663678,"Western Lawns","Public Park Or Garden",0.106213839671871
-0.171034107870729,50.8419089791907,"Hove Park","Public Park Or Garden",0.155628400256718
-0.178784920336622,51.0932555821046,"Tilgate Park","Public Park Or Garden",0.926781207423578
-0.168051990893612,50.8647538488803,NA,"Other Sports Facility",0.216294425671583
-0.225218453999473,51.0927713362343,"Buchan Country Park","Public Park Or Garden",0.761896852907539
-0.264806872890195,50.8414065703202,"Buckingham Park","Playing Field",0.148106442344031
-0.262917157614868,50.9264965983731,"Henfield Common","Public Park Or Garden",0.18027731049844
-0.219531680375751,51.0435759158193,"The Park","Public Park Or Garden",0.228322570733439
-0.203794051197005,51.0023209295452,"Wykehurst Park","Public Park Or Garden",0.534525532059743
-0.335495947687047,51.0509460844672,"Denne Park","Public Park Or Garden",0.235778898589691
-0.323998104254333,51.066343582664,"The Pavilions In The Park","Other Sports Facility",0.233009515854613
-0.324362836737812,51.0664160743713,"Horsham Park","Public Park Or Garden",0.199528433947116
-0.343744778562312,51.0818171663174,"Warnham Park","Public Park Or Garden",0.910631702017664
-0.335312388995929,50.8185359235956,"The Brooklands Pleasure Grounds","Public Park Or Garden",0.113550098874015
-0.358830991404832,50.9846592800569,"Knepp Park","Public Park Or Garden",0.377299789820466
-0.348318735992498,51.0194511013688,"Southwater Country Park","Public Park Or Garden",0.305577445125021
-0.329485736658923,50.8957457038303,NA,"Other Sports Facility",0.127358040789792
-0.413109044748271,50.862389979992,"South Park","Public Park Or Garden",0.14044446204155
0.948551428371138,51.128406357263,"Hatch Park","Public Park Or Garden",0.836630038375851
0.455913165055444,51.0852250139746,"Bedgebury Park","Public Park Or Garden",0.308755162031005
0.495913287791767,51.1021586923748,"Glassenbury Park","Public Park Or Garden",0.162761736803083
0.675961411484161,51.0734205563252,"Chennell Park","Public Park Or Garden",0.201669068540588
0.423835503424417,51.0661783774255,"Arena Pursuits","Other Sports Facility",0.113884003648
0.580463456808721,50.8779236641594,"St Helen's Wood","Public Park Or Garden",0.400248641038126
0.567476890179902,50.8689644233533,"Alexandra Park","Public Park Or Garden",0.361114254483054
0.630014249045653,50.8667594511889,"Hastings Country Park Nature Reserve","Public Park Or Garden",3.23157982604017
0.463656627279698,50.846529184942,"Bexhill Down","Public Park Or Garden",0.155443232064273
0.518708431341219,50.8514768594072,NA,"Playing Field",0.268220082343193
0.518910943496175,50.8514359501566,NA,"Playing Field",0.256674318143329
0.290323089274159,50.8048306200087,"Shinewater Park","Public Park Or Garden",0.67706852209648
0.309685232725853,50.7802129964552,"Princes Park","Public Park Or Garden",0.145000663153353
0.273444816297514,50.791175652397,"Harlow Sports Centre","Other Sports Facility",0.23371073571009
0.269971837811839,50.7938978428094,"Hampden Park","Public Park Or Garden",0.148291192517677
0.270803056882298,50.7942206138332,"Hampden Park Arboretum And History Garden","Public Park Or Garden",0.153078041511396
0.19540627701388,50.9659063086891,"Possingworth Park","Public Park Or Garden",1.3381256922945
0.160794459862792,50.7659502055578,"Seven Sisters Country Park","Public Park Or Garden",2.75114336001307
0.0142456590381814,50.8670957675633,NA,"Playing Field",0.127446177261702
-0.0948025078704916,50.8619868906968,NA,"Playing Field",0.136379422401448
-0.0838656027176708,51.0405025778669,NA,"Other Sports Facility",0.111726598905407
-0.0985059718675705,50.9484065102353,"Ditchling Common","Public Park Or Garden",0.723540054622386
-0.0989523954643228,50.8203902187248,"Stanley Deason Leisure Centre","Other Sports Facility",0.246502185064627
-0.112611612705184,50.8542649079079,"Moulsecoomb Wild Park","Public Park Or Garden",0.621552874655249
-0.96189498420956,50.8694433194341,"Barton's Green","Playing Field",0.119108327868981
-0.775688364041692,50.8439059853815,"Oaklands Park","Public Park Or Garden",0.14002913523233
-1.02979085211109,50.8401053963162,"St John's College Playing Fields","Other Sports Facility",0.124800962347306
-1.03741176042936,50.83736369702,NA,"Other Sports Facility",0.1616304586664
-1.07199906700305,50.8406535427343,"King George's Field","Playing Field",0.116585846055472
-1.07989138485529,50.8253769557636,"Mountbatten Centre","Other Sports Facility",0.216901367700692
-1.06105720441391,50.8259809139839,NA,"Other Sports Facility",0.145141540979368
-0.441418852461908,50.8236817333661,"Highdown Gardens","Public Park Or Garden",0.116707869751073
-0.9253235177101,50.8249273278185,NA,"Other Sports Facility",0.126074783239346
-1.04398845879682,50.8027028529713,"Milton Common","Public Park Or Garden",0.425979921984637
-1.04804415463709,50.8111748513941,"Great Salterns Recreation Ground","Playing Field",0.112284689061349
-1.09283672976881,50.7829077371583,"Southsea Common","Public Park Or Garden",0.356601731905924
-1.06755950438078,50.7806857233984,"Rose Garden","Public Park Or Garden",0.12553265012982
-1.37845364044821,50.8103448735074,"Blackwell Common","Public Park Or Garden",0.863259182886584
-1.41842249592475,50.9404774647719,"Southampton Outdoor Sports Centre","Other Sports Facility",0.315813754949867
-1.37530972996727,50.9515818058359,"Wellington Sports Ground","Other Sports Facility",0.129613378449786
-1.40966627382632,50.9274423824179,"Southampton Common","Public Park Or Garden",1.42915170837731
-1.45896907708621,50.8875063204408,"Staplewood Campus","Other Sports Facility",0.151364505587429
-1.43304247556036,50.8871700148278,NA,"Other Sports Facility",0.116967814799422
-1.46829853334537,50.9278137037069,"Test Park","Other Sports Facility",0.139432074104974
-1.45955668081019,50.9384857809281,NA,"Other Sports Facility",0.176259207850467
-1.45978990819884,50.9280340730463,"Mansel Park","Playing Field",0.104948919155351
-1.52414601547981,50.7034449277346,"Fort Victoria Country Park","Public Park Or Garden",0.192833447975719
-1.51977020640272,50.6882536904382,"Golden Hill Park","Public Park Or Garden",0.20966221802257
-1.49448896112599,50.758348876733,"Pylewell Park","Public Park Or Garden",0.306955853892397
-1.566601027935,50.7551048351538,"Pennington Common","Public Park Or Garden",0.112957219298096
-1.54431178053672,50.7479698252561,"Woodside Gardens","Public Park Or Garden",0.184611984479756
-1.54458971616583,50.7472076518312,NA,"Playing Field",0.11494387279248
-1.58134379298298,50.8732262291245,"Northerwood Park","Public Park Or Garden",0.139014592854923
-1.56218252554248,50.8175716085924,"Brockenhurst Park","Public Park Or Garden",0.14921123583947
-1.64572082815423,50.7373244868838,"Barton Common","Public Park Or Garden",0.162702619767231
-1.61264582360025,50.7340086862104,"Shorefield Country Park","Public Park Or Garden",0.23541926461265
-1.66947202265513,50.7468904167611,NA,"Playing Field",0.101945467358127
-1.73696245770622,50.7991513153079,"Avon Tyrrell","Other Sports Facility",0.109025932456402
-1.69906118544394,50.8280522452596,"Burley Park","Public Park Or Garden",0.147949488725564
-1.5939989801692,50.8866498489151,"Manor Park","Public Park Or Garden",0.104806870800343
-1.7513783853469,50.9121308984451,"Hyde Common","Public Park Or Garden",0.539851291028049
-1.72284779474983,50.9333315677269,"Hive Gardens","Public Park Or Garden",0.316196354193008
-1.83172817843082,50.7344733135566,"King's Park","Public Park Or Garden",0.283913582481253
-1.82566071480557,50.7446103696998,"Littledown Leisure Centre","Other Sports Facility",0.175079245431497
-1.83797056166059,50.85373742995,"Moors Valley Country Park","Public Park Or Garden",5.85120874811439
-1.86209475627402,50.8662078689882,NA,"Playing Field",0.103726047037665
-1.85893945062492,50.7819188464939,"Bournemouth Sports Club","Other Sports Facility",0.274542247710099
-1.81871605503168,50.830643216826,"Avon Heath Country Park","Public Park Or Garden",2.06826054553275
-1.13404036985271,50.786594533894,"Gosport Park","Playing Field",0.103708673390437
-1.16610989141801,50.6573694413326,"Fairway Sports Complex","Other Sports Facility",0.112604111204961
-1.17875237268855,50.8013666739672,"Alver Valley Country Park","Public Park Or Garden",1.70430487558688
-1.14969349254811,50.8426985469242,NA,"Playing Field",0.1409222709734
-1.14959053080969,50.8426860913855,NA,"Playing Field",0.14669380107026
-1.18839766331467,50.8444739910809,"Cams Alders Recreation Ground","Other Sports Facility",0.114202571163279
-1.18517669111075,50.8564717092518,"Fareham Leisure Centre","Other Sports Facility",0.102502876590475
-1.2006377890826,50.9130057260159,"Shedfield Common","Public Park Or Garden",0.128389428438117
-1.28696417469942,50.8999257870632,"River Hamble Country Park","Public Park Or Garden",1.66664949696855
-1.23140354949392,50.6207924838506,"Appuldurcombe Park","Public Park Or Garden",0.207821661059358
-1.29414679552901,50.8661796613185,"Holly Hill Woodland Park","Public Park Or Garden",0.364156938005356
-1.23923026336457,50.6868355641229,"Robin Hill Country Park","Public Park Or Garden",0.466964246183617
-1.28550317686083,50.7074008233793,"Seaclose Recreation Ground","Playing Field",0.169587407611565
-1.34793670588518,50.9470814970868,"Itchen Valley Country Park","Public Park Or Garden",1.76247250001724
-1.33574466483197,50.9300110415413,"Hatch Grange","Public Park Or Garden",0.148887884600456
-1.34968909514354,50.8830322883752,"Fountains Park","Public Park Or Garden",0.222169625713981
-1.33971226732842,50.8677832833594,"Royal Victoria Country Park","Public Park Or Garden",0.826776672211867
-1.34578907832548,50.7856254647021,"Lepe Country Park","Public Park Or Garden",0.13494815709519
-1.35647350549709,50.8169918215349,"Fields Heath","Public Park Or Garden",0.820919966007811
-1.37031044679038,50.8247419554579,NA,"Playing Field",0.173088014133832
-1.37031512072761,50.8247411752578,"Gang Warily Recreation Centre","Other Sports Facility",0.173189902926093
