"lng","lat","name","type","area_km2"
-1.30664989315976,51.9114135063074,"Rousham Park","Public Park Or Garden",0.181956815902331
-1.31482040880438,52.0344906406167,"Bodicote Park","Playing Field",0.136402627260163
-1.36552439735416,51.6690121787912,NA,"Playing Field",0.118678439202129
-1.3929287485394,51.7344335162955,NA,"Public Park Or Garden",0.25390998053311
-1.43618741544005,51.8850186016712,"Little Park","Public Park Or Garden",0.110456983174358
-1.46321180829075,51.7548793295465,"Cokethorpe Park","Public Park Or Garden",0.40122851700803
-1.47778533642337,51.7787283905685,"Country Park","Public Park Or Garden",0.118044328734166
-1.41225739576553,51.95743323871,"Great Tew Park","Public Park Or Garden",0.535655951586686
-1.48024821217026,51.7729372944298,"Witney Lake and Country Park","Public Park Or Garden",0.203781989355783
-1.58759602560229,51.7734201820724,"Kilkenny Lane Country Park","Public Park Or Garden",0.205491500592136
-1.53311617897022,51.9541615278499,"Over Norton Park","Public Park Or Garden",0.528775054076777
-1.48557102884256,51.8535380758523,"Little Park","Public Park Or Garden",0.434237133071274
-1.49240871478912,51.8607707146348,"Cornbury Park","Public Park Or Garden",1.86288648851279
-1.48163588714137,51.8627766618352,"Lower Park","Public Park Or Garden",0.180678022183156
-1.64434807168193,51.6696009362517,"Buscot Park","Public Park Or Garden",0.7875678298438
-1.78470851106371,51.7177552868498,"Fairford Park","Public Park Or Garden",1.17409787706023
-1.78297724712809,51.747503302641,"Williamstrip Park","Public Park Or Garden",0.442194004748276
-1.83607398857738,52.0224911904894,"Broadway Tower Country Park","Public Park Or Garden",0.159602604091396
-1.75929372911605,52.0238256897123,"Northwick Park","Public Park Or Garden",0.927241660154908
-0.0899511330782699,51.6696159996276,"Hilly Fields Park","Public Park Or Garden",0.356570719029686
-0.0847436435173148,51.6786953874486,"Whitewebbs Park","Public Park Or Garden",0.562662498471861
-0.135514737371518,51.6616208151615,"Trent Park","Public Park Or Garden",1.88615158342803
-0.140701749721096,51.7219208365214,"Northaw Great Wood","Public Park Or Garden",1.22796026498882
-0.17683374058556,51.6978106824768,NA,"Public Park Or Garden",0.101179218905707
-0.177571847652512,51.8844623930212,"Shephalbury Park","Public Park Or Garden",0.131743118279241
-0.177959042177538,51.9033711936096,"Fairlands Valley Park","Public Park Or Garden",0.600303493703182
-0.184909028023839,51.9135277297098,"Hampson Park","Public Park Or Garden",0.115879126891894
-0.159747540373727,51.7971894371631,"Moneyhole Lane Park","Playing Field",0.141084389955217
-0.189038441964779,51.7867595619694,"King George V Playing Fields","Playing Field",0.164678642119548
-0.190158976079312,51.6429544742553,"King George V Playing Fields","Playing Field",0.162644660553617
-0.193454153649613,51.6562963682404,"King George's Field","Public Park Or Garden",0.133034180107068
-0.221596766874174,51.7883517002691,"Stanborough Park","Public Park Or Garden",0.441300253330083
-0.21125881822476,51.7889278945004,"Gosling Sports Park","Other Sports Facility",0.24104786080023
-0.196266962135525,51.6755996677299,"Wrotham Park","Public Park Or Garden",1.12939913310524
-0.21327571240106,51.7581107299424,"New Gardens","Public Park Or Garden",0.103757161885157
-0.250938898195677,51.7651444254783,"Ellenbrook Park","Public Park Or Garden",0.10379188058243
-0.246232880379534,51.6500320603063,"Rowley Lane Sports Ground","Other Sports Facility",0.199504540817313
-0.311347407179908,51.647370383024,"Aldenham Country Park","Public Park Or Garden",0.682498463579254
-0.308216158306158,51.6585911682565,"Aldenham Park","Public Park Or Garden",0.197786998210067
-0.305515225492469,51.7741117044772,"Jersey Farm Woodland Park","Public Park Or Garden",0.263968521507638
-0.240961069605113,51.7249934050238,"North Mymms Park","Public Park Or Garden",1.7781944158859
-0.313091328229153,51.7325181484906,"North Orbital Fields","Public Park Or Garden",0.123117645958923
-0.298582836447554,51.7384698771875,"Highfield Park","Public Park Or Garden",0.110314227624564
-0.27754676982474,51.7109599877551,"University College And Hospital Sports Ground","Other Sports Facility",0.365314096274063
-0.284479365484136,51.7091011646197,"The George Armstrong Memorial Pitch","Other Sports Facility",0.206926196883181
-0.313252078856847,51.7213915723232,NA,"Public Park Or Garden",0.128027166614477
-0.213813028137393,51.8764023065348,"Knebworth Country Park","Public Park Or Garden",1.74757113175907
-0.209985837684425,51.8764334228676,NA,"Play Space",0.290802921181281
-0.537757283676563,51.870882127228,"Dunstable Downs","Public Park Or Garden",0.540950740899208
-0.598794950540003,51.6934000928355,"Chesham Moor","Public Park Or Garden",0.142622112229879
-0.569476298851255,51.7527724450527,"Chesham Road Cricket ground","Playing Field",0.117882629086615
-0.538018037550446,51.8489557370659,"The Green","Public Park Or Garden",0.106083059749723
-0.616626126659544,51.7059183724077,"Lowndes Park","Public Park Or Garden",0.14198984442969
-0.644997408749876,51.6725795121487,"Lower Park","Public Park Or Garden",0.476937886269844
-0.654550881361228,51.7855304740791,"Tring Park","Public Park Or Garden",0.884973533202589
-0.681042544552058,51.8575190107782,"Mentmore Park","Public Park Or Garden",0.108447207968639
-0.694681748891518,51.6994736712826,"Abbey Park","Public Park Or Garden",0.334778148564424
-0.728143049298866,51.783776819596,NA,"Other Sports Facility",0.138536302642332
-0.771404402808612,51.6507703577142,"Downley Common","Public Park Or Garden",0.250108884917361
-0.709891880030895,51.9189775024401,"Liscombe Park","Public Park Or Garden",0.981357842079663
-0.837064450333716,51.8086254571828,NA,"Playing Field",0.112975042876917
-0.825199999130793,51.8298726331395,NA,"Playing Field",0.122546765952173
-0.99283819161649,51.7444954121745,NA,"Other Sports Facility",0.115329482964733
0.164689770444103,51.8730263900693,"Castle Gardens","Public Park Or Garden",0.158433570198211
0.165084561953249,51.876475799997,"Grange Paddocks Leisure Centre","Other Sports Facility",0.177873115290834
0.165197689494526,51.8774098805811,NA,"Play Space",0.105889613949064
0.142467221148332,51.7568808364947,"Harlow Common","Public Park Or Garden",0.325039642637443
0.13853464420062,51.8619361823486,NA,"Public Park Or Garden",0.111256194534029
0.144465919609337,51.8686533483092,NA,"Other Sports Facility",0.248575834698464
0.145921878988313,51.8042095949981,"Pishiobury Park","Public Park Or Garden",0.359262291509657
0.0993573878322662,51.7774355457123,"Town Park","Public Park Or Garden",0.390952320241832
0.100896074529391,51.7631433774903,NA,"Public Park Or Garden",0.354100417650782
0.0795100080586462,51.7642896791075,"Jean McAlpine Park","Public Park Or Garden",0.25926799131747
0.141451057173233,51.8519957663297,"Southern Parkland Country Park","Public Park Or Garden",0.246516928726399
0.112058806010523,51.8563226308523,NA,"Playing Field",0.139715528532402
0.0502135199760447,51.7342315858472,"Nazing Park","Public Park Or Garden",0.121189425099846
0.101761649788341,51.744979655375,NA,"Public Park Or Garden",0.102963813134849
-0.0322768747593386,51.6666805209656,"Albany Park","Other Sports Facility",0.178934853457644
-0.00219351630838387,51.6717934290348,"Gunpowder Park","Public Park Or Garden",0.877496936599481
-0.0183740130645487,51.7575343826763,"Barclay Park","Public Park Or Garden",0.199288760144644
0.000859139884178714,51.647733762448,NA,"Other Sports Facility",0.112885621580933
-0.0398954585795251,51.6528930444294,"Durants Park","Public Park Or Garden",0.196448619180375
-0.028025475700886,51.7362298897549,"Wormley Playing Fields","Playing Field",0.268377551189804
-0.00600826008716541,51.7145900429484,"River Lee","Public Park Or Garden",11.5045178755036
-0.0399249747280711,51.6913739222986,"The Cedars Park","Public Park Or Garden",0.125495118635143
-0.0394932858645523,51.6950139861265,NA,"Other Sports Facility",0.140982454851239
-0.00612270318106897,51.6826675485885,NA,"Playing Field",0.159709246519332
-0.0312771599745922,51.8229550982914,"Wodson Park Leisure Centre","Other Sports Facility",0.112553804109897
-0.06246323387724,51.6547723539792,"Southbury Leisure Centre","Other Sports Facility",0.384736493382327
-0.0489522383899616,51.7194124747868,"Cheshunt Park","Public Park Or Garden",0.3205285584872
-0.0621719091597504,51.6775341326894,"Tottenham Hotspur Training Centre","Playing Field",0.272859455686948
0.578030101241129,51.6667316398877,"RHS Garden Hyde Hall","Public Park Or Garden",0.721978943497587
0.561302992255412,51.7137269273277,"Danbury Country Park","Public Park Or Garden",0.214352319636889
0.548543718753344,51.6315129742733,NA,"Playing Field",0.106324285376541
0.548845986054186,51.8713955866169,"Marshalls Park","Public Park Or Garden",0.116436950693857
0.462619005823803,51.731761426089,"Central Park","Public Park Or Garden",0.167304631212497
0.480433049654578,51.7445761690449,"Springfield Hall Park","Public Park Or Garden",0.171562706283504
0.465430559148024,51.6942381989324,"Galleywood Common","Public Park Or Garden",0.45104449643955
0.469144871874516,51.7050773745975,"Chelmer Park","Playing Field",0.210279016640082
0.461552553586081,51.7800294133042,NA,"Other Sports Facility",0.120063456071246
0.418532434757492,51.6428007864691,"Queens Park Country Park","Public Park Or Garden",0.245291102315268
0.419722084546173,51.6333327869227,"Lake Meadows","Public Park Or Garden",0.16614571787284
0.438298038136564,51.6321885826518,"Norsey Wood","Public Park Or Garden",0.668392431800417
0.517091806663557,51.8616815885957,"Great Notley Country Park","Public Park Or Garden",0.396034787885316
0.437421522084211,51.7245034251424,"Paradise Road Playing Field","Playing Field",0.134209659182072
0.454484853502633,51.7359941012942,"West Park","Public Park Or Garden",0.112807699943772
0.454694782723923,51.7358753846706,NA,"Other Sports Facility",0.106470431676436
0.450993220495262,51.736942574985,"Admirals Park","Public Park Or Garden",0.20699133958758
0.357327008175617,51.7452266007833,"Skreens Park Activity Centre","Other Sports Facility",0.228500767366858
0.437672557400291,51.7120277421304,"Hylands Park","Public Park Or Garden",2.07276949683481
0.364548077776938,51.6367013576987,"Hutton Country Park","Public Park Or Garden",0.373848141347201
0.302882549832275,51.6347980098736,"Brentwood Centre","Other Sports Facility",0.17237042214714
0.194792971340283,51.7762224316864,"Matching Park","Public Park Or Garden",0.189442651280572
0.232240994362055,51.8578747126379,"Hatfield Forest","Public Park Or Garden",3.71406093965475
0.246400791501278,51.8300882260306,"The Park","Public Park Or Garden",0.356584661034968
-1.3297267655341,54.0169487310393,"Whixley Park","Public Park Or Garden",0.147110486061499
-1.3802086925146,53.9182187200042,"Grange Park Sports Club","Other Sports Facility",0.16076107108786
-1.39111537649309,53.9267268051114,NA,"Other Sports Facility",0.14609219951147
-1.41335769813151,53.9953742267158,"Goldsborough Park","Public Park Or Garden",0.323968322619987
-1.46977992193269,53.8420249178056,"Red Hall Playing Fields","Playing Field",0.104971296842489
-1.46978117253367,54.0174687242673,"Jacob Smith Park","Public Park Or Garden",0.121655275695048
-1.49952148037387,53.9679740338049,"Harrogate Rugby Union Football Club","Playing Field",0.103914353378087
-1.49873506249635,53.8085468663245,NA,"Playing Field",0.111119012219675
-1.48333821689472,53.8144483628744,"Fearnville Leisure Centre","Other Sports Facility",0.273291124481244
-1.49990424168614,53.8338937188701,"Military Field","Playing Field",0.507505998476744
-1.427757253651,53.9390638359168,NA,"Public Park Or Garden",0.128405950381675
-1.54907031321298,53.8411713915348,NA,"Public Park Or Garden",0.104470164800524
-1.52195395136875,53.8284046309377,"Gledhow Park","Public Park Or Garden",0.296393852529983
-1.52331394427916,53.819393220022,"Potternewton Park","Public Park Or Garden",0.12725630156972
-1.52282903458691,53.9912340302932,NA,"Public Park Or Garden",0.450830456929925
-1.55341065836695,53.9892332512456,"Valley Gardens","Public Park Or Garden",0.239184329592533
-1.58685662662548,53.8372523625142,"The University Of Leeds Weetwood Athletic Grounds","Other Sports Facility",0.182219787405941
-1.58431017003711,53.8520158277765,"Bedquilts Recreation Ground","Playing Field",0.241388574074376
-1.56460975991166,53.8396822329546,"Meanwood Park","Public Park Or Garden",0.204569244232552
-1.573264910539,53.9812725556982,"Harlow Carr Botanical Gardens","Public Park Or Garden",0.212464848543949
-1.59054407196248,53.8010866759675,"Armley Park","Public Park Or Garden",0.129181968711739
-1.59040559466807,53.8239033781979,"Beckett Park","Public Park Or Garden",0.145776370473037
-1.58870056969883,53.8419283510914,"The University Of Leeds","Other Sports Facility",0.248636484176446
-1.60205835700346,53.875105937359,"West Park","Other Sports Facility",0.125349688513418
-1.58859594642234,53.8712871096944,"Golden Acre Park","Public Park Or Garden",0.443193213707308
-1.57995648943035,53.8998870996773,"Arthington Park","Public Park Or Garden",0.163342685219022
-1.57343515820454,53.9986764949271,"Killinghall Moor Country Park","Public Park Or Garden",0.147933812860596
-1.6081233912315,53.8211791908667,"Abbey Gardens","Public Park Or Garden",0.108304051336152
-1.62838851505773,53.8223816392119,"Bramley Fall Park","Public Park Or Garden",0.394448110057052
-1.64596393489797,53.8366316810987,"Horsforth Hall Park","Public Park Or Garden",0.150363079757116
-1.67349930110769,53.8683040753235,"Tarnfield Park","Public Park Or Garden",0.169147503830169
-1.69660496345402,53.869057471567,"Nunroyd Park","Public Park Or Garden",0.19589834838084
-1.66016032849887,53.8947461194945,"Chevin Forest Park","Public Park Or Garden",1.75928196264705
-1.66890664826056,53.9060997054255,NA,"Playing Field",0.101027418981286
-1.68281322630328,53.9113539261363,NA,"Other Sports Facility",0.116060681625959
-1.72890278176844,53.8815917956926,NA,"Other Sports Facility",0.13471299649629
-1.74576206029487,53.8074603451656,NA,"Playing Field",0.10772866255494
-1.7421579660387,53.808273021534,"Peel Park","Public Park Or Garden",0.261091207980438
-1.77143667585959,53.8126921736087,"Lister Park","Public Park Or Garden",0.224176719536884
-1.77311393194956,53.9333906932791,"Denton Park","Public Park Or Garden",0.566624063431033
-1.8826919216572,53.9580974181343,"High Park","Public Park Or Garden",0.115939153011909
-1.91117385899574,53.8754374573528,"Cliffe Castle Park","Public Park Or Garden",0.144261362086062
-2.02811482855382,53.9551316496999,NA,"Other Sports Facility",0.199637263452593
-2.02920115063544,53.9617573383275,"Aireville Park","Public Park Or Garden",0.118685065224052
-2.09775867929704,53.8431642418323,"Wycoller Country Park","Public Park Or Garden",1.42809241499449
-1.96694002193289,53.8262075750519,"Penistone Hill Country Park","Public Park Or Garden",0.705769825641036
-2.18612431099504,53.9233691834995,"Victory Park","Playing Field",0.120191524525415
-1.07718533554333,53.9898741970123,NA,"Playing Field",0.110410055701215
-1.105878292498,53.9722242378433,"York Sports Club","Other Sports Facility",0.123475913907102
-1.11943062144398,53.9824176962941,"Rawcliffe Country Park","Public Park Or Garden",0.120675803203364
-0.452356899023081,53.9972747997471,NA,"Playing Field",0.170996156125932
-1.0605411322669,53.9582922414136,NA,"Public Park Or Garden",0.104323342566892
-0.756334995672413,53.93043790934,"The Park","Public Park Or Garden",0.133443718694255
-1.04976438784003,53.9402753961708,NA,"Other Sports Facility",0.161371879925218
-1.06069554816601,53.9445575793995,"Low Moor","Public Park Or Garden",0.240064798997201
-1.11245275359764,53.9460071184778,"Hob Moor","Public Park Or Garden",0.346824840330108
-0.218429972463407,53.8976815504123,"Wassand Park","Public Park Or Garden",0.423416455556197
-0.669348025544286,53.8998196923,"Londesborough Park","Public Park Or Garden",1.86626046838216
-0.486459029045924,53.8631505781594,"The Park","Public Park Or Garden",0.130276990108456
-1.1538609309301,53.8572591645093,"The Park","Public Park Or Garden",0.574506440856334
-1.09239395218532,53.880610754144,"Moreby Park","Public Park Or Garden",0.591252452430474
-0.198361228026672,53.8096924423166,"Burton Constable Park","Public Park Or Garden",0.702964236168909
-0.390772041988267,53.7904149675922,NA,"Other Sports Facility",0.244191542238722
-0.767776171661282,53.8661494383641,"Everingham Park","Public Park Or Garden",0.514391795253244
-1.65336940345956,53.810795063253,"Stanningley Park","Public Park Or Garden",0.104612450668196
-1.63558689556838,53.8120474353372,"Bramley Recreation Ground","Playing Field",0.14721960805787
-1.62389863608706,53.7853429311226,"Farnley Park","Public Park Or Garden",0.146235148887325
-1.5968358565562,53.7863344422324,"Cliff Park","Public Park Or Garden",0.139662984133128
-1.77348488113747,53.7823347313374,"Horton Park","Public Park Or Garden",0.127515033265803
-1.73882191109958,53.7764004152853,NA,"Public Park Or Garden",0.278593765607327
-1.78588193331443,53.766343472977,"Wibsey Park","Public Park Or Garden",0.112259840872706
-1.7737414532678,53.7578060744365,"Harold Park","Public Park Or Garden",0.178465459606676
-1.87958739395833,53.7511050701779,"Beechwood Park","Public Park Or Garden",0.127943153749153
-1.90878100519781,53.7751959515324,"Ogden Water","Public Park Or Garden",0.767558644221543
-1.75838798613691,53.7422787949555,NA,"Playing Field",0.142814108420312
-1.8086672207011,53.7748335922598,"Horton Bank Country Park","Public Park Or Garden",0.119882189434531
-1.83145387448551,53.7667518718165,"Foster Park","Public Park Or Garden",0.128724334445168
-1.66963640143558,53.7395941517485,"Oakwell Hall Country Park","Public Park Or Garden",0.462442765994797
-1.66240711984795,53.7513992466916,"Adwalton Moor","Playing Field",0.17021364470309
-1.91121613652265,53.7296480167946,"Roils Head Playing Fields","Public Park Or Garden",0.23865825871265
-1.87492795957741,53.7311913054363,"Shroggs Park","Public Park Or Garden",0.112901028840793
-1.64681566086379,53.7258474922393,"Wilton Park","Public Park Or Garden",0.174689509362472
-2.10427866039779,53.7178411985559,"Centre Vale Park","Other Sports Facility",0.216334616041352
-1.83625732771901,53.7290524197155,"Shibden Park","Public Park Or Garden",0.251377944058837
-1.55982071921114,53.8107375809668,"Woodhouse Moor","Public Park Or Garden",0.215141286064449
-1.50536898381706,53.7935551468593,"East End Park","Public Park Or Garden",0.202005828384437
-1.4571601137108,53.7829374507413,"Temple Newsam Park","Public Park Or Garden",3.3108026108498
-1.46966769829302,53.8005666434139,NA,"Public Park Or Garden",0.343846651549382
-1.57832095494799,53.7869613038893,"Wortley Recreation Ground","Public Park Or Garden",0.124941001122124
-1.55378531471301,53.7728276832483,"Cross Flatts Park","Public Park Or Garden",0.171438150513603
-1.33982975938975,53.7578927609277,"North Park","Public Park Or Garden",0.107312430047747
-1.48477154149912,53.748977695687,"Rothwell Pastures","Public Park Or Garden",0.135906836980046
-1.55590132058726,53.7525692374824,"Leeds Urban Bike Park","Other Sports Facility",0.151522007087666
-1.5440404711605,53.7590929246846,NA,"Playing Field",0.180512890233574
-1.53878177278809,53.7631854470512,"John Charles Centre For Sport","Other Sports Facility",0.126693209846718
-1.46487050605592,53.7511859206028,"Springhead Park","Public Park Or Garden",0.21360191773315
-1.44744818051251,53.7431607784145,"Rothwell Sports Centre","Other Sports Facility",0.139796939298535
-1.51690251012653,53.6925791864828,"Wrenthorpe Park","Public Park Or Garden",0.263974174071257
-1.33099285820692,53.7008309882676,"Pontefract Park","Public Park Or Garden",0.760938770036715
-1.51062607297423,53.6729102443261,NA,"Public Park Or Garden",0.458724300521939
-1.50384806005909,53.6738092591135,"Clarence Park","Public Park Or Garden",0.108323323422614
-1.54879836888569,53.6773240989791,NA,"Playing Field",0.196808586195912
-1.38884941906736,53.6543140393144,"Foulby Park","Public Park Or Garden",0.163597494998283
-1.45406615674153,53.6578148401855,"Walton Colliery Nature Park","Public Park Or Garden",0.782089816111764
-1.43545515289588,53.6565944678747,NA,"Playing Field",0.113760979714951
-1.50207974183621,53.6565404531203,"Pugneys Country Park","Public Park Or Garden",0.685735703997209
-2.44303735456476,53.5791732499005,"Queen's Park","Public Park Or Garden",0.198826966695387
-2.44077512931969,53.6918902750711,"Blacksnape Playing Fields","Playing Field",0.176893776092897
-2.45856616402557,53.7402894657275,"Queen's Park","Public Park Or Garden",0.121558287517231
-2.49398291095124,53.7559698567615,"Corporation Park","Public Park Or Garden",0.224235720521063
-2.4648311864671,53.5964252841939,"Moss Bank Park","Public Park Or Garden",0.290961768454105
-2.45639326375874,53.6045685436475,"Smithills Country Park","Public Park Or Garden",0.356018544891185
-2.5209508528469,53.7433431411222,"Witton Country Park","Public Park Or Garden",1.58399357810057
-2.52640492794027,53.7334326972104,"Pleasington Playing Fields","Playing Field",0.568935798945895
-2.51685166948369,53.7394853673256,"Witton Park","Public Park Or Garden",0.434955238594056
-2.55557947716442,53.6198739016137,"Lever Park","Public Park Or Garden",1.51695454487898
-2.54704810639277,53.6212429355217,"Terraced Gardens Rivington","Public Park Or Garden",0.204259993648655
-2.64179516878105,53.6579797390893,"Astley Park","Public Park Or Garden",0.449473110023931
-2.63840020847722,53.6580806188189,NA,"Playing Field",0.138478367563925
-2.62946218208175,53.59298462769,"Worthington Lakes","Public Park Or Garden",0.265783108363558
-2.63466889422715,53.6302792665345,"Yarrow Valley Park","Public Park Or Garden",2.2645887193508
-2.64419993148338,53.7722498658673,"Grange Park","Public Park Or Garden",0.656741300359991
-2.65425136389217,53.7085325031799,"Cuerden Valley Park","Public Park Or Garden",2.46579127417531
-2.69709693253486,53.7730095564119,"Moor Park","Public Park Or Garden",0.396305152615637
-2.72295832713661,53.7443597420062,"Hurst Grange Park","Public Park Or Garden",0.153709568455828
-2.69526370423451,53.7522718115633,"Avenham Park","Public Park Or Garden",0.181863405537403
-2.73345090079563,53.7724868415709,"Haslam Park","Public Park Or Garden",0.182682783545463
-2.73350887595261,53.7964038329006,NA,"Other Sports Facility",0.108708017059413
-2.69922268660863,53.6828463542319,"Worden Park","Public Park Or Garden",0.571335985621104
-2.70245360222348,53.684495824336,NA,"Playing Field",0.13173905936857
-2.75754141971486,53.7763866117711,"Preston Sports Arena","Other Sports Facility",0.249844224711413
-2.75305776564506,53.7815330091569,NA,"Public Park Or Garden",0.10153760683018
-2.74369004145352,53.7661719809796,"Ashton Park","Public Park Or Garden",0.320457618611699
-2.96164594494662,53.7352851822742,"Lytham Green","Public Park Or Garden",0.147392475405278
-2.9900430551443,53.6307909654542,"Town Lane","Public Park Or Garden",0.223114829825428
-2.98608623865996,53.6561928368864,"Hesketh Park","Public Park Or Garden",0.121296981517798
-3.00119576996434,53.7379954531711,NA,"Public Park Or Garden",0.193676762324685
-3.01827656147694,53.6444288426328,"Victoria Park","Public Park Or Garden",0.159917663063982
-3.02204060816673,53.8137774458745,"Stanley Park","Public Park Or Garden",0.515333647469068
-3.02650935117065,53.8243334016027,"Kingscote Park","Public Park Or Garden",0.100811420180097
-3.0187469794771,53.7761181916928,NA,"Playing Field",0.122797047147177
-3.05144498286714,53.5643924409411,NA,"Playing Field",0.10664872401698
-2.21208818537108,53.6001320065987,"Queen's Park","Public Park Or Garden",0.2017309342782
-2.21509238880578,53.7743832765864,NA,"Playing Field",0.212205888066694
-2.23530922302219,53.7951837212943,"Thompson Park","Public Park Or Garden",0.109159163027344
-2.25708330795356,53.8025496954926,"Calder Park","Public Park Or Garden",0.182903305684439
-2.26851272847123,53.704657629188,"Marl Pits Sports Complex","Other Sports Facility",0.171178865193815
-2.25128429225125,53.7523874234873,NA,"Public Park Or Garden",0.220787634227673
-2.2094898302025,53.6158954668096,NA,"Other Sports Facility",0.100563538907832
-2.28483695156492,53.6056316030612,"Clarence Park","Public Park Or Garden",0.233378618121008
-2.30518445264867,53.6101806261902,"Burrs Country Park","Public Park Or Garden",0.275956737798821
-2.3102968392389,53.6422185436991,"Nuttall Park","Public Park Or Garden",0.104849516599365
-2.34346019288782,53.7590347103347,"Peel Park","Public Park Or Garden",0.35337610849058
-2.3969373775425,53.7672659422464,"Dunkenhalgh Park","Public Park Or Garden",0.152526246975586
-2.39817083961377,53.5857324978958,"Seven Acres Country Park","Public Park Or Garden",0.329863421065734
-2.38621562946478,53.5731294705911,"New House Farm Playing Field","Other Sports Facility",0.180255613213234
-2.40050260882084,53.6256505200247,"Jumbles Country Park","Public Park Or Garden",0.455016131829234
-2.39805748990312,53.574770436899,"Leverhulme Park","Public Park Or Garden",0.543661833786
-0.890624704546826,53.7108439352856,"West Park","Public Park Or Garden",0.126553300122607
-0.844155105591296,53.7035320665956,"Sandhall Park","Public Park Or Garden",0.361934176058324
-0.812623386265506,53.7103983077951,"Saltmarshe Park","Public Park Or Garden",0.35009940087761
-0.770412300800513,53.7101203959794,"The Park","Public Park Or Garden",0.122872633294165
-1.15476292694055,53.6148239230178,NA,"Public Park Or Garden",0.180519644566331
-1.17063264842115,53.6169571254508,"Campsall Country Park","Public Park Or Garden",0.36124640281266
-0.668353123998301,53.6005318700239,NA,"Playing Field",0.125985221975687
-0.659582405986329,53.5798817763683,"Queen's Gardens","Public Park Or Garden",0.180209245667073
-0.659137667337022,53.5819053240452,"The Pods","Other Sports Facility",0.215531416615162
-1.29358093539053,53.5704007061794,"Frickley Park","Public Park Or Garden",0.244385672648383
-1.2907429990536,53.5837622400761,NA,"Public Park Or Garden",0.73873756737053
-1.28950501579314,53.5986055408959,NA,"Playing Field",0.15159492661266
-1.02439684643527,53.5676463386676,"Quarry Park","Public Park Or Garden",0.200183247750073
-1.07212436166086,53.5673546218586,"The Glass Park Milleninum Green","Public Park Or Garden",0.125378871096511
-0.993504895810881,53.5818246601131,"Jubilee Park","Playing Field",0.10948530617927
-1.08720755859323,53.5447835858825,NA,"Public Park Or Garden",0.19008648804848
-0.642445220835378,53.5493702162776,"Beckside Linear Park","Public Park Or Garden",0.138359154265275
-0.671672603969484,53.5672873457221,"Manor Park","Public Park Or Garden",0.161458977668707
-0.939092004642652,53.6326899287407,NA,"Playing Field",0.113864607517313
-0.341329282654489,53.7905188913279,NA,"Playing Field",0.306756071752263
-0.256888351744568,53.7683500953399,"Alderman Kneeshaw Recreation Ground","Playing Field",0.183099452670339
-0.349159022784649,53.7753442753662,"Oak Road Playing Fields","Playing Field",0.263133296741192
-0.367572580299784,53.7756600126408,NA,"Other Sports Facility",0.149895545421127
-0.345887355267735,53.7827109523768,NA,"Other Sports Facility",0.114265500758408
-0.29972060497303,53.7650260198959,"East Park","Public Park Or Garden",0.471979980141013
-0.27409509759069,53.7823223171219,"Eastmount Recreation Centre","Other Sports Facility",0.184587090405051
-0.369673908280976,53.7458651714119,"West Park","Public Park Or Garden",0.140131822776232
-0.258535905335672,53.7589784132111,NA,"Playing Field",0.138071129386748
-0.39836553397697,53.7323312011255,"Pickering Park","Public Park Or Garden",0.240469592095117
-0.404212068295169,53.7383165274258,"Costello Playing Fields","Playing Field",0.266931355389958
-0.453562193268634,53.7186353984095,"Humber Bridge Country Park","Public Park Or Garden",0.316572826215143
-0.43574194684202,53.6943304724338,"Waters' Edge Country Park","Public Park Or Garden",0.457105911945497
-0.436819928724954,53.677730794717,"Baysgarth Park","Public Park Or Garden",0.111686843108786
-0.199564994426613,53.6151960657769,NA,"Playing Field",0.107734560723414
-0.0572282214206258,53.5553816585686,"Clee Fields","Other Sports Facility",0.165292696846262
-0.53345252311796,53.5429004639727,"Scawby Park","Public Park Or Garden",0.813009314730785
-0.0278961686901362,53.5410741036922,"Cleethorpes Country Park","Public Park Or Garden",0.625280243712338
-1.66155606061893,53.6883119566246,"Dewsbury Country Park","Public Park Or Garden",0.859174973729352
-1.6663646399948,53.5684403280938,"New Park","Public Park Or Garden",0.180784178759174
-1.67012343820998,53.6724034092731,"The Park","Public Park Or Garden",0.117183662375234
-1.64205199384337,53.6390598492781,"Grange Park","Public Park Or Garden",0.180495595719691
-1.75304760819429,53.6656207285635,NA,"Other Sports Facility",0.13608057798438
-1.77471163581124,53.7061395440933,"Wellholme Park","Public Park Or Garden",0.119685670176043
-1.75521663177867,53.6857786027277,"Bradley Park","Public Park Or Garden",1.00957263249461
-1.795838994797,53.648402937994,"Greenhead Park","Public Park Or Garden",0.132688795586457
-1.87198699571211,53.7104735407358,"Savile Park","Public Park Or Garden",0.217758393236514
-1.87383914593324,53.6894980357441,NA,"Playing Field",0.10954672273184
-2.0277758093259,53.4888450083659,"Stalybridge Country Park","Public Park Or Garden",0.443438001920066
-2.05225097429021,53.5695048046014,"Bishop Park","Public Park Or Garden",0.236031336274063
-2.09590965769249,53.5545079520465,"Stoneleigh Park","Public Park Or Garden",0.110550229876893
-2.10329151049479,53.5334320986007,"Alexandra Park","Public Park Or Garden",0.217333017918489
-2.11308450941683,53.5214739484284,"Hathershaw Sports Complex","Other Sports Facility",0.115850204082321
-2.122143283489,53.617231828851,"Firgrove Playing Fields","Playing Field",0.141134618271137
-2.09470310371356,53.6296809996936,"Hollingworth Lake Country Park","Public Park Or Garden",0.693740971033029
